Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label categorical
0.11,0.05,220.64,16,16,36864,0.9,128,64,1,2,256,108,D
0,0.06,1.25,512,17,512,0,5,4,6,9,256,148,A
0,0.06,1.25,512,17,512,0,5,4,1,0,112,4,B
0,0.06,1.25,512,17,512,0,5,4,1,2,256,108,A
0.11,0.05,220.64,16,16,36864,0.9,128,64,6,9,256,148,A
0.11,0.05,220.64,16,16,36864,0.9,128,64,1,0,112,4,F
0.11,0.05,220.64,16,16,36864,0.9,128,64,1,2,256,108,D
0,0.05,1.25,512,17,512,0,5,4,6,9,256,148,A
0,0.05,1.25,512,17,512,0,5,4,1,0,112,4,B
0,0.05,1.25,512,17,512,0,5,4,1,2,256,108,A
0.11,0.05,220.64,16,16,36864,0.9,128,64,6,9,256,148,A
0.11,0.05,220.64,16,16,36864,0.9,128,64,1,0,112,4,F
0.11,0.05,220.64,16,16,36864,0.9,128,64,1,2,256,108,D
0,0.06,1.25,512,17,512,0,5,4,6,9,256,148,A
0,0.06,1.25,512,17,512,0,5,4,1,0,112,4,B
0,0.06,1.25,512,17,512,0,5,4,1,2,256,108,A
0.12,0.05,272.02,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,272.02,16,16,43264,1.06,128,64,0,0,0,0,A
0.12,0.05,272.02,16,16,43264,1.06,128,64,1,2,256,84,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
0.12,0.05,272.02,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,272.02,16,16,43264,1.06,128,64,0,0,0,0,A
0.12,0.05,272.02,16,16,43264,1.06,128,64,1,2,256,84,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
0.12,0.05,268.42,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,268.42,16,16,43264,1.06,128,64,0,0,0,0,A
0.12,0.05,268.42,16,16,43264,1.06,128,64,1,2,256,84,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
0.12,0.05,265.87,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,265.87,16,16,43264,1.06,128,64,0,0,0,0,A
0.12,0.05,265.87,16,16,43264,1.06,128,64,1,2,256,84,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
0.11,0.05,265.87,16,16,43264,1.06,128,64,6,8,256,172,B
0.11,0.05,265.87,16,16,43264,1.06,128,64,0,0,0,0,A
0.11,0.05,265.87,16,16,43264,1.06,128,64,1,2,256,84,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
0.12,0.05,265.87,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,265.87,16,16,43264,1.06,128,64,0,0,0,0,A
0.12,0.05,265.87,16,16,43264,1.06,128,64,1,2,256,84,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
0.12,0.05,262.31,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,262.31,16,16,43264,1.06,128,64,0,0,0,0,A
0.12,0.05,262.31,16,16,43264,1.06,128,64,1,2,256,84,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
0.12,0.05,259.81,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,259.81,16,16,43264,1.06,128,64,0,0,0,0,A
0.12,0.05,259.81,16,16,43264,1.06,128,64,1,2,256,84,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
0.12,0.05,259.81,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,259.81,16,16,43264,1.06,128,64,0,0,0,0,A
0.12,0.05,259.81,16,16,43264,1.06,128,64,1,2,256,84,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
0.12,0.05,259.81,16,16,43264,1.06,128,64,6,8,256,172,B
0.12,0.05,259.81,16,16,43264,1.06,128,64,0,0,0,0,A
0.12,0.05,259.81,16,16,43264,1.06,128,64,1,2,256,84,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,172,A
0,0.06,1.38,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.38,512,17,512,0,5,4,1,2,256,84,A
0.13,0.05,315.35,16,16,50176,1.23,128,64,6,8,256,200,A
0.13,0.05,315.35,16,16,50176,1.23,128,64,1,0,0,4,D
0.13,0.05,315.35,16,16,50176,1.23,128,64,1,3,256,56,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
0.13,0.05,315.35,16,16,50176,1.23,128,64,6,8,256,200,A
0.13,0.05,315.35,16,16,50176,1.23,128,64,1,0,0,4,D
0.13,0.05,315.35,16,16,50176,1.23,128,64,1,3,256,56,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
0.12,0.05,311.47,16,16,50176,1.23,128,64,6,8,256,200,A
0.12,0.05,311.47,16,16,50176,1.23,128,64,1,0,0,4,D
0.12,0.05,311.47,16,16,50176,1.23,128,64,1,3,256,56,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
0.12,0.05,308.72,16,16,50176,1.23,128,64,6,8,256,200,A
0.12,0.05,308.72,16,16,50176,1.23,128,64,1,0,0,4,D
0.12,0.05,308.72,16,16,50176,1.23,128,64,1,3,256,56,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
0.12,0.05,308.72,16,16,50176,1.23,128,64,6,8,256,200,A
0.12,0.05,308.72,16,16,50176,1.23,128,64,1,0,0,4,D
0.12,0.05,308.72,16,16,50176,1.23,128,64,1,3,256,56,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
0.12,0.05,308.72,16,16,50176,1.23,128,64,6,8,256,200,A
0.12,0.05,308.72,16,16,50176,1.23,128,64,1,0,0,4,D
0.12,0.05,308.72,16,16,50176,1.23,128,64,1,3,256,56,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
0.12,0.05,304.89,16,16,50176,1.23,128,64,6,8,256,200,A
0.12,0.05,304.89,16,16,50176,1.23,128,64,1,0,0,4,D
0.12,0.05,304.89,16,16,50176,1.23,128,64,1,3,256,56,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
0.12,0.05,302.19,16,16,50176,1.23,128,64,6,8,256,200,A
0.12,0.05,302.19,16,16,50176,1.23,128,64,1,0,0,4,D
0.12,0.05,302.19,16,16,50176,1.23,128,64,1,3,256,56,G
0,0.07,1.38,512,17,512,0,5,4,6,8,256,200,A
0,0.07,1.38,512,17,512,0,5,4,1,0,0,4,A
0,0.07,1.38,512,17,512,0,5,4,1,3,256,56,A
0.12,0.05,302.19,16,16,50176,1.23,128,64,6,8,256,200,A
0.12,0.05,302.19,16,16,50176,1.23,128,64,1,0,0,4,D
0.12,0.05,302.19,16,16,50176,1.23,128,64,1,3,256,56,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
0.12,0.05,302.19,16,16,50176,1.23,128,64,6,8,256,200,A
0.12,0.05,302.19,16,16,50176,1.23,128,64,1,0,0,4,D
0.12,0.05,302.19,16,16,50176,1.23,128,64,1,3,256,56,G
0,0.06,1.38,512,17,512,0,5,4,6,8,256,200,A
0,0.06,1.38,512,17,512,0,5,4,1,0,0,4,A
0,0.06,1.38,512,17,512,0,5,4,1,3,256,56,A
0.13,0.05,361.88,16,16,57600,1.41,128,64,6,7,256,228,B
0.13,0.05,361.88,16,16,57600,1.41,128,64,0,0,0,0,A
0.13,0.05,361.88,16,16,57600,1.41,128,64,1,1,256,28,C
0,0.06,1.5,512,17,512,0,5,4,6,7,256,228,A
0,0.06,1.5,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.5,512,17,512,0,5,4,1,1,256,28,A
0.13,0.05,361.88,16,16,57600,1.41,128,64,6,7,256,228,B
0.13,0.05,361.88,16,16,57600,1.41,128,64,0,0,0,0,A
0.13,0.05,361.88,16,16,57600,1.41,128,64,1,1,256,28,C
0,0.07,1.5,512,17,512,0,5,4,6,7,256,228,A
0,0.07,1.5,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.5,512,17,512,0,5,4,1,1,256,28,A
0.13,0.05,357.72,16,16,57600,1.41,128,64,6,7,256,228,B
0.13,0.05,357.72,16,16,57600,1.41,128,64,0,0,0,0,A
0.13,0.05,357.72,16,16,57600,1.41,128,64,1,1,256,28,C
0,0.06,1.5,512,17,512,0,5,4,6,7,256,228,A
0,0.06,1.5,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.5,512,17,512,0,5,4,1,1,256,28,A
0.13,0.05,354.77,16,16,57600,1.41,128,64,6,7,256,228,B
0.13,0.05,354.77,16,16,57600,1.41,128,64,0,0,0,0,A
0.13,0.05,354.77,16,16,57600,1.41,128,64,1,1,256,28,C
0,0.06,1.5,512,17,512,0,5,4,6,7,256,228,A
0,0.06,1.5,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.5,512,17,512,0,5,4,1,1,256,28,A
0.13,0.05,354.77,16,16,57600,1.41,128,64,6,7,256,228,B
0.13,0.05,354.77,16,16,57600,1.41,128,64,0,0,0,0,A
0.13,0.05,354.77,16,16,57600,1.41,128,64,1,1,256,28,C
0,0.06,1.5,512,17,512,0,5,4,6,7,256,228,A
0,0.06,1.5,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.5,512,17,512,0,5,4,1,1,256,28,A
0.13,0.05,354.77,16,16,57600,1.41,128,64,6,7,256,228,B
0.13,0.05,354.77,16,16,57600,1.41,128,64,0,0,0,0,A
0.13,0.05,354.77,16,16,57600,1.41,128,64,1,1,256,28,C
0,0.06,1.5,512,17,512,0,5,4,6,7,256,228,A
0,0.06,1.5,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.5,512,17,512,0,5,4,1,1,256,28,A
0.13,0.05,350.66,16,16,57600,1.41,128,64,6,7,256,228,B
0.13,0.05,350.66,16,16,57600,1.41,128,64,0,0,0,0,A
0.13,0.05,350.66,16,16,57600,1.41,128,64,1,1,256,28,C
0,0.06,1.5,512,17,512,0,5,4,6,7,256,228,A
0,0.06,1.5,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.5,512,17,512,0,5,4,1,1,256,28,A
0.13,0.05,347.76,16,16,57600,1.41,128,64,6,7,256,228,B
0.13,0.05,347.76,16,16,57600,1.41,128,64,0,0,0,0,A
0.13,0.05,347.76,16,16,57600,1.41,128,64,1,1,256,28,C
0,0.07,1.5,512,17,512,0,5,4,6,7,256,228,A
0,0.07,1.5,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.5,512,17,512,0,5,4,1,1,256,28,A
0.13,0.05,347.76,16,16,57600,1.41,128,64,6,7,256,228,B
0.13,0.05,347.76,16,16,57600,1.41,128,64,0,0,0,0,A
0.13,0.05,347.76,16,16,57600,1.41,128,64,1,1,256,28,C
0,0.06,1.5,512,17,512,0,5,4,6,7,256,228,A
0,0.06,1.5,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.5,512,17,512,0,5,4,1,1,256,28,A
0.13,0.05,347.76,16,16,57600,1.41,128,64,6,7,256,228,B
0.13,0.05,347.76,16,16,57600,1.41,128,64,0,0,0,0,A
0.13,0.05,347.76,16,16,57600,1.41,128,64,1,1,256,28,C
0,0.07,1.5,512,17,512,0,5,4,6,7,256,228,A
0,0.07,1.5,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.5,512,17,512,0,5,4,1,1,256,28,A
0.14,0.05,411.6,16,16,65536,1.6,128,64,8,10,268,260,A
0.14,0.05,411.6,16,16,65536,1.6,128,64,2,2,12,4,B
0.14,0.05,411.6,16,16,65536,1.6,128,64,1,1,248,60,F
0,0.06,1.5,512,17,512,0,5,4,8,10,268,260,A
0,0.06,1.5,512,17,512,0,5,4,2,2,12,4,A
0,0.06,1.5,512,17,512,0,5,4,1,1,248,60,A
0.14,0.05,411.6,16,16,65536,1.6,128,64,8,10,268,260,A
0.14,0.05,411.6,16,16,65536,1.6,128,64,2,2,12,4,B
0.14,0.05,411.6,16,16,65536,1.6,128,64,1,1,248,60,F
0,0.06,1.5,512,17,512,0,5,4,8,10,268,260,A
0,0.06,1.5,512,17,512,0,5,4,2,2,12,4,A
0,0.06,1.5,512,17,512,0,5,4,1,1,248,60,A
0.14,0.05,407.17,16,16,65536,1.6,128,64,8,10,268,260,A
0.14,0.05,407.17,16,16,65536,1.6,128,64,2,2,12,4,B
0.14,0.05,407.17,16,16,65536,1.6,128,64,1,1,248,60,F
0,0.06,1.5,512,17,512,0,5,4,8,10,268,260,A
0,0.06,1.5,512,17,512,0,5,4,2,2,12,4,A
0,0.06,1.5,512,17,512,0,5,4,1,1,248,60,A
0.14,0.05,404.02,16,16,65536,1.6,128,64,8,10,268,260,A
0.14,0.05,404.02,16,16,65536,1.6,128,64,2,2,12,4,B
0.14,0.05,404.02,16,16,65536,1.6,128,64,1,1,248,60,F
0,0.06,1.5,512,17,512,0,5,4,8,10,268,260,A
0,0.06,1.5,512,17,512,0,5,4,2,2,12,4,A
0,0.06,1.5,512,17,512,0,5,4,1,1,248,60,A
0.13,0.05,404.02,16,16,65536,1.6,128,64,8,10,268,260,A
0.13,0.05,404.02,16,16,65536,1.6,128,64,2,2,12,4,B
0.13,0.05,404.02,16,16,65536,1.6,128,64,1,1,248,60,F
0,0.06,1.5,512,17,512,0,5,4,8,10,268,260,A
0,0.06,1.5,512,17,512,0,5,4,2,2,12,4,A
0,0.06,1.5,512,17,512,0,5,4,1,1,248,60,A
0.13,0.05,404.02,16,16,65536,1.6,128,64,8,10,268,260,A
0.13,0.05,404.02,16,16,65536,1.6,128,64,2,2,12,4,B
0.13,0.05,404.02,16,16,65536,1.6,128,64,1,1,248,60,F
0,0.06,1.5,512,17,512,0,5,4,8,10,268,260,A
0,0.06,1.5,512,17,512,0,5,4,2,2,12,4,A
0,0.06,1.5,512,17,512,0,5,4,1,1,248,60,A
0.13,0.05,399.64,16,16,65536,1.6,128,64,8,10,268,260,A
0.13,0.05,399.64,16,16,65536,1.6,128,64,2,2,12,4,B
0.13,0.05,399.64,16,16,65536,1.6,128,64,1,1,248,60,F
0,0.06,1.5,512,17,512,0,5,4,8,10,268,260,A
0,0.06,1.5,512,17,512,0,5,4,2,2,12,4,A
0,0.06,1.5,512,17,512,0,5,4,1,1,248,60,A
0.13,0.05,396.54,16,16,65536,1.6,128,64,8,10,268,260,A
0.13,0.05,396.54,16,16,65536,1.6,128,64,2,2,12,4,B
0.13,0.05,396.54,16,16,65536,1.6,128,64,1,1,248,60,F
0,0.06,1.5,512,17,512,0,5,4,8,10,268,260,A
0,0.06,1.5,512,17,512,0,5,4,2,2,12,4,A
0,0.06,1.5,512,17,512,0,5,4,1,1,248,60,A
0.13,0.05,396.54,16,16,65536,1.6,128,64,8,10,268,260,A
0.13,0.05,396.54,16,16,65536,1.6,128,64,2,2,12,4,B
0.13,0.05,396.54,16,16,65536,1.6,128,64,1,1,248,60,F
0,0.06,1.5,512,17,512,0,5,4,8,10,268,260,A
0,0.06,1.5,512,17,512,0,5,4,2,2,12,4,A
0,0.06,1.5,512,17,512,0,5,4,1,1,248,60,A
0.13,0.05,396.54,16,16,65536,1.6,128,64,8,10,268,260,A
0.13,0.05,396.54,16,16,65536,1.6,128,64,2,2,12,4,B
0.13,0.05,396.54,16,16,65536,1.6,128,64,1,1,248,60,F
0,0.06,1.5,512,17,512,0,5,4,8,10,268,260,A
0,0.06,1.5,512,17,512,0,5,4,2,2,12,4,A
0,0.06,1.5,512,17,512,0,5,4,1,1,248,60,A
0.14,0.05,464.52,16,16,73984,1.81,128,64,8,5,512,292,A
0.14,0.05,464.52,16,16,73984,1.81,128,64,0,0,0,0,B
0.14,0.05,464.52,16,16,73984,1.81,128,64,1,3,512,28,D
0,0.07,1.62,512,17,512,0,5,4,8,5,512,292,A
0,0.07,1.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.62,512,17,512,0,5,4,1,3,512,28,A
0.14,0.05,464.52,16,16,73984,1.81,128,64,8,5,512,292,A
0.14,0.05,464.52,16,16,73984,1.81,128,64,0,0,0,0,B
0.14,0.05,464.52,16,16,73984,1.81,128,64,1,3,512,28,D
0,0.07,1.62,512,17,512,0,5,4,8,5,512,292,A
0,0.07,1.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.62,512,17,512,0,5,4,1,3,512,28,A
0.14,0.05,459.82,16,16,73984,1.81,128,64,8,5,512,292,A
0.14,0.05,459.82,16,16,73984,1.81,128,64,0,0,0,0,B
0.14,0.05,459.82,16,16,73984,1.81,128,64,1,3,512,28,D
0,0.06,1.62,512,17,512,0,5,4,8,5,512,292,A
0,0.06,1.62,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.62,512,17,512,0,5,4,1,3,512,28,A
0.14,0.05,456.47,16,16,73984,1.81,128,64,8,5,512,292,A
0.14,0.05,456.47,16,16,73984,1.81,128,64,0,0,0,0,B
0.14,0.05,456.47,16,16,73984,1.81,128,64,1,3,512,28,D
0,0.07,1.62,512,17,512,0,5,4,8,5,512,292,A
0,0.07,1.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.62,512,17,512,0,5,4,1,3,512,28,A
0.14,0.05,456.47,16,16,73984,1.81,128,64,8,5,512,292,A
0.14,0.05,456.47,16,16,73984,1.81,128,64,0,0,0,0,B
0.14,0.05,456.47,16,16,73984,1.81,128,64,1,3,512,28,D
0,0.06,1.62,512,17,512,0,5,4,8,5,512,292,A
0,0.06,1.62,512,17,512,0,5,4,0,0,0,0,A
0,0.06,1.62,512,17,512,0,5,4,1,3,512,28,A
0.14,0.05,456.47,16,16,73984,1.81,128,64,8,5,512,292,A
0.14,0.05,456.47,16,16,73984,1.81,128,64,0,0,0,0,B
0.14,0.05,456.47,16,16,73984,1.81,128,64,1,3,512,28,D
0,0.07,1.62,512,17,512,0,5,4,8,5,512,292,A
0,0.07,1.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.62,512,17,512,0,5,4,1,3,512,28,A
0.14,0.05,451.81,16,16,73984,1.81,128,64,8,5,512,292,A
0.14,0.05,451.81,16,16,73984,1.81,128,64,0,0,0,0,B
0.14,0.05,451.81,16,16,73984,1.81,128,64,1,3,512,28,D
0,0.07,1.62,512,17,512,0,5,4,8,5,512,292,A
0,0.07,1.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.62,512,17,512,0,5,4,1,3,512,28,A
0.14,0.05,448.51,16,16,73984,1.81,128,64,8,5,512,292,A
0.14,0.05,448.51,16,16,73984,1.81,128,64,0,0,0,0,B
0.14,0.05,448.51,16,16,73984,1.81,128,64,1,3,512,28,D
0,0.07,1.62,512,17,512,0,5,4,8,5,512,292,A
0,0.07,1.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.62,512,17,512,0,5,4,1,3,512,28,A
0.14,0.05,448.51,16,16,73984,1.81,128,64,8,5,512,292,A
0.14,0.05,448.51,16,16,73984,1.81,128,64,0,0,0,0,B
0.14,0.05,448.51,16,16,73984,1.81,128,64,1,3,512,28,D
0,0.07,1.62,512,17,512,0,5,4,8,5,512,292,A
0,0.07,1.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.62,512,17,512,0,5,4,1,3,512,28,A
0.14,0.05,448.51,16,16,73984,1.81,128,64,8,5,512,292,A
0.14,0.05,448.51,16,16,73984,1.81,128,64,0,0,0,0,B
0.14,0.05,448.51,16,16,73984,1.81,128,64,1,3,512,28,D
0,0.07,1.62,512,17,512,0,5,4,8,5,512,292,A
0,0.07,1.62,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.62,512,17,512,0,5,4,1,3,512,28,A
0.14,0.05,520.65,16,16,82944,2.02,128,64,9,5,512,328,A
0.14,0.05,520.65,16,16,82944,2.02,128,64,1,0,0,4,A
0.14,0.05,520.65,16,16,82944,2.02,128,64,1,2,512,184,C
0,0.06,1.62,512,17,512,0,5,4,9,5,512,328,A
0,0.06,1.62,512,17,512,0,5,4,1,0,0,4,D
0,0.06,1.62,512,17,512,0,5,4,1,2,512,184,A
0.14,0.05,520.65,16,16,82944,2.02,128,64,9,5,512,328,A
0.14,0.05,520.65,16,16,82944,2.02,128,64,1,0,0,4,A
0.14,0.05,520.65,16,16,82944,2.02,128,64,1,2,512,184,C
0,0.06,1.62,512,17,512,0,5,4,9,5,512,328,A
0,0.06,1.62,512,17,512,0,5,4,1,0,0,4,D
0,0.06,1.62,512,17,512,0,5,4,1,2,512,184,A
0.14,0.05,515.67,16,16,82944,2.02,128,64,9,5,512,328,A
0.14,0.05,515.67,16,16,82944,2.02,128,64,1,0,0,4,A
0.14,0.05,515.67,16,16,82944,2.02,128,64,1,2,512,184,C
0,0.06,1.62,512,17,512,0,5,4,9,5,512,328,A
0,0.06,1.62,512,17,512,0,5,4,1,0,0,4,D
0,0.06,1.62,512,17,512,0,5,4,1,2,512,184,A
0.14,0.05,512.12,16,16,82944,2.02,128,64,9,5,512,328,A
0.14,0.05,512.12,16,16,82944,2.02,128,64,1,0,0,4,A
0.14,0.05,512.12,16,16,82944,2.02,128,64,1,2,512,184,C
0,0.07,1.62,512,17,512,0,5,4,9,5,512,328,A
0,0.07,1.62,512,17,512,0,5,4,1,0,0,4,D
0,0.07,1.62,512,17,512,0,5,4,1,2,512,184,A
0.14,0.05,512.12,16,16,82944,2.02,128,64,9,5,512,328,A
0.14,0.05,512.12,16,16,82944,2.02,128,64,1,0,0,4,A
0.14,0.05,512.12,16,16,82944,2.02,128,64,1,2,512,184,C
0,0.07,1.62,512,17,512,0,5,4,9,5,512,328,A
0,0.07,1.62,512,17,512,0,5,4,1,0,0,4,D
0,0.07,1.62,512,17,512,0,5,4,1,2,512,184,A
0.14,0.05,512.12,16,16,82944,2.02,128,64,9,5,512,328,A
0.14,0.05,512.12,16,16,82944,2.02,128,64,1,0,0,4,A
0.14,0.05,512.12,16,16,82944,2.02,128,64,1,2,512,184,C
0,0.06,1.62,512,17,512,0,5,4,9,5,512,328,A
0,0.06,1.62,512,17,512,0,5,4,1,0,0,4,D
0,0.06,1.62,512,17,512,0,5,4,1,2,512,184,A
0.14,0.05,507.19,16,16,82944,2.02,128,64,9,5,512,328,A
0.14,0.05,507.19,16,16,82944,2.02,128,64,1,0,0,4,A
0.14,0.05,507.19,16,16,82944,2.02,128,64,1,2,512,184,C
0,0.07,1.62,512,17,512,0,5,4,9,5,512,328,A
0,0.07,1.62,512,17,512,0,5,4,1,0,0,4,D
0,0.07,1.62,512,17,512,0,5,4,1,2,512,184,A
0.14,0.05,503.69,16,16,82944,2.02,128,64,9,5,512,328,A
0.14,0.05,503.69,16,16,82944,2.02,128,64,1,0,0,4,A
0.14,0.05,503.69,16,16,82944,2.02,128,64,1,2,512,184,C
0,0.06,1.62,512,17,512,0,5,4,9,5,512,328,A
0,0.06,1.62,512,17,512,0,5,4,1,0,0,4,D
0,0.06,1.62,512,17,512,0,5,4,1,2,512,184,A
0.14,0.05,503.69,16,16,82944,2.02,128,64,9,5,512,328,A
0.14,0.05,503.69,16,16,82944,2.02,128,64,1,0,0,4,A
0.14,0.05,503.69,16,16,82944,2.02,128,64,1,2,512,184,C
0,0.07,1.62,512,17,512,0,5,4,9,5,512,328,A
0,0.07,1.62,512,17,512,0,5,4,1,0,0,4,D
0,0.07,1.62,512,17,512,0,5,4,1,2,512,184,A
0.14,0.05,503.69,16,16,82944,2.02,128,64,9,5,512,328,A
0.14,0.05,503.69,16,16,82944,2.02,128,64,1,0,0,4,A
0.14,0.05,503.69,16,16,82944,2.02,128,64,1,2,512,184,C
0,0.07,1.62,512,17,512,0,5,4,9,5,512,328,A
0,0.07,1.62,512,17,512,0,5,4,1,0,0,4,D
0,0.07,1.62,512,17,512,0,5,4,1,2,512,184,A
0.15,0.05,579.98,16,16,92416,2.26,128,64,9,5,512,364,C
0.15,0.05,579.98,16,16,92416,2.26,128,64,0,0,0,0,G
0.15,0.05,579.98,16,16,92416,2.26,128,64,1,2,512,148,F
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,579.98,16,16,92416,2.26,128,64,9,5,512,364,C
0.15,0.05,579.98,16,16,92416,2.26,128,64,0,0,0,0,G
0.15,0.05,579.98,16,16,92416,2.26,128,64,1,2,512,148,F
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,574.72,16,16,92416,2.26,128,64,9,5,512,364,C
0.15,0.05,574.72,16,16,92416,2.26,128,64,0,0,0,0,G
0.15,0.05,574.72,16,16,92416,2.26,128,64,1,2,512,148,F
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,570.97,16,16,92416,2.26,128,64,9,5,512,364,C
0.15,0.05,570.97,16,16,92416,2.26,128,64,0,0,0,0,G
0.15,0.05,570.97,16,16,92416,2.26,128,64,1,2,512,148,F
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.14,0.05,570.97,16,16,92416,2.26,128,64,9,5,512,364,C
0.14,0.05,570.97,16,16,92416,2.26,128,64,0,0,0,0,G
